RR_interval,P_wave,QRS_complex,T_wave,QT_interval,Label
0.33321798229296196,0.1095670655406815,0.14837123876600414,0.22042061139226105,0.2221453215286413,Arrhythmia
0.7765262807032525,0.1108512008717193,0.11073164614375075,0.1460281073928923,0.38826314035162623,Normal
0.1081176480959598,0.1285110904719071,0.16449335242853982,0.11904496009536555,0.0720784320639732,Arrhythmia
0.3637963886718184,0.057630888959941264,0.18396946306764664,0.17096894798053858,0.24253092578121227,Arrhythmia
0.8839232046556689,0.11182699065638804,0.1436665749566804,0.15938257351630186,0.5892821364371126,Arrhythmia
0.40990419651217924,0.0912491875062017,0.12194880163311811,0.2540911273803575,0.27326946434145283,Arrhythmia
0.41995267942362696,0.09983416413039621,0.1331164863850413,0.19557395653024492,0.2799684529490846,Arrhythmia
0.8104431797502378,0.06080659752240449,0.09343627902203139,0.1659058370760737,0.4052215898751189,Normal
0.8109319158026932,0.11763522077897222,0.09981829314269784,0.11250117359389339,0.4054659579013466,Normal
0.4309041843560319,0.13171366678656748,0.15030854868705384,0.10947839378549064,0.2872694562373546,Arrhythmia
0.5873184192069558,0.12663245378780072,0.16682996990326285,0.21019991188978943,0.39154561280463723,Arrhythmia
0.37411737151660424,0.09072362872446357,0.14993790294210693,0.21902180508489436,0.2494115810110695,Arrhythmia
0.47334018180940174,0.087688500739411,0.17539149034102103,0.14407168242177287,0.3155601212062678,Arrhythmia
0.7963994939209833,0.12007065795784048,0.1272327205009527,0.14064640736184628,0.39819974696049165,Normal
0.8747717126441737,0.1067636250398664,0.18744592507253344,0.13238827584797874,0.4373858563220869,Normal
0.5130570602357257,0.09102977948602398,0.1427528232960651,0.10049724341596428,0.3420380401571505,Arrhythmia
0.7732791773163248,0.07009892258371328,0.1042148334260416,0.1823113385131368,0.3866395886581624,Normal
0.37872595956602184,0.08494728869246392,0.16746206353106224,0.19315004438638736,0.25248397304401454,Arrhythmia
0.8685931066774889,0.10351106587909666,0.11381422907110844,0.18019376508321927,0.43429655333874445,Normal
0.44118377703017636,0.05609455155603645,0.14888360831193728,0.19044221088719557,0.2941225180201176,Arrhythmia
0.1017235928654795,0.11036553831666299,0.12813450645259122,0.16843452574120232,0.06781572857698633,Arrhythmia
0.47580714325009865,0.11212152570443616,0.1965855770363159,0.18698311251327354,0.31720476216673243,Arrhythmia
0.497217379323254,0.04979486134029331,0.1078240449669303,0.14029655282387238,0.3314782528821693,Arrhythmia
0.509034531491154,0.17389726337455857,0.13422917105656634,0.1920618936933445,0.339356354327436,Arrhythmia
0.5509731446279965,0.09977859550166282,0.16301890516119213,0.13400829690022564,0.36731542975199766,Arrhythmia
0.8395515973521523,0.08181225090410522,0.14805588621872198,0.11794446811623158,0.4197757986760762,Normal
0.7559679590735116,0.10153789897169144,0.11013135035593347,0.1876948782502586,0.3779839795367558,Normal
0.5149477047631462,0.08489573037651403,0.09348009706801604,0.1827425189922411,0.3432984698420975,Arrhythmia
0.8268168016191033,0.08170618137477445,0.1324109643192347,0.1551718786941081,0.41340840080955166,Normal
0.38251200614956443,0.09033815451382973,0.16440551652109012,0.1307654273426418,0.25500800409970964,Arrhythmia
0.8681943262208554,0.15078325432538664,0.11351018084342213,0.15382399848713485,0.4340971631104277,Normal
0.8129941397124212,0.11563645743554621,0.09526098578243836,0.12038630160747171,0.4064970698562106,Normal
0.8308820422755573,0.12434141593960221,0.12452576538997749,0.18542204297729917,0.41544102113777864,Normal
0.5439608709948022,0.07856945745920897,0.19597323533434272,0.1989533168364715,0.36264058066320143,Arrhythmia
0.8367250532440024,0.0809100547607716,0.10497641150672143,0.1260871584063841,0.4183625266220012,Normal
0.8481688064622162,0.10825561853872998,0.13644120319988978,0.21690378947961841,0.4240844032311081,Normal
0.29451934149255554,0.07684657751520224,0.16636020644572688,0.1704162196722476,0.1963462276617037,Arrhythmia
0.8006500945938954,0.12907068154314635,0.11470686333524087,0.24160507499768857,0.4003250472969477,Normal
0.35554765609008104,0.1293154000243922,0.1412594019341007,0.17450912731608734,0.2370317707267207,Arrhythmia
0.4664805822011224,0.12142001482276277,0.15419712873720637,0.17708684349372508,0.31098705480074823,Arrhythmia
0.7773768883827665,0.11554099589807217,0.14091142336692633,0.14973574862183855,0.38868844419138326,Normal
0.5321140616195306,0.06262783663864037,0.14519542777553548,0.19541269518915347,0.3547427077463537,Arrhythmia
0.8115476861472567,0.08382126217219278,0.14114847017724752,0.16154082578438905,0.40577384307362835,Normal
0.8541525621587639,0.12107604104069807,0.09244661264085817,0.13186524880254633,0.42707628107938195,Normal
0.8152224559935427,0.10514414981960214,0.12047863628931674,0.1861574196643718,0.40761122799677135,Normal
0.8285445255346584,0.12271131280361199,0.13908003526986404,0.17954173753917393,0.4142722627673292,Normal
0.7423717314169993,0.06998463213585653,0.12330045596218676,0.13432213246511895,0.37118586570849965,Normal
0.8471987850010263,0.043982044222247565,0.16058780571123543,0.11549136515241393,0.5647991900006842,Arrhythmia
0.3660319589556166,0.089955482578158,0.1868114042339864,0.18514204000284323,0.24402130597041105,Arrhythmia
0.39044500524242953,0.10649375768745925,0.14136715519711443,0.1539359860957673,0.26029667016161967,Arrhythmia
0.8681717745475852,0.1165753195520975,0.12030286556519729,0.17326222050600196,0.4340858872737926,Normal
0.4007320302847418,0.12557300004388672,0.116224377847019,0.17541054234132403,0.2671546868564945,Arrhythmia
0.3842271383364867,0.14983905191824462,0.129972587265489,0.16728612373957666,0.2561514255576578,Arrhythmia
0.7648181360421645,0.11214945132882867,0.10217348136994867,0.21671447788219103,0.5098787573614431,Arrhythmia
0.8188648132730205,0.1330270197295898,0.09346336467728206,0.2153114739325554,0.40943240663651026,Normal
